iteration,latency_us
87500,0.3000
87550,0.4000
87600,0.4000
87650,0.3000
87700,0.3000
87750,0.2000
87800,0.3000
87850,0.3000
87900,0.3000
87950,0.3000
88000,0.4000
88050,0.4000
88100,0.3000
88150,0.3000
88200,0.4000
88250,0.3000
88300,0.3000
88350,0.4000
88400,0.3000
88450,0.3000
88500,0.3000
88550,0.3000
88600,0.4000
88650,0.4000
88700,0.3000
88750,0.4000
88800,0.4000
88850,0.4000
88900,0.3000
88950,0.3000
89000,0.4000
89050,0.4000
89100,0.4000
89150,0.4000
89200,0.3000
89250,0.4000
89300,0.4000
89350,0.3000
89400,0.4000
89450,0.3000
89500,0.3000
89550,0.3000
89600,0.3000
89650,0.4000
89700,0.4000
89750,0.4000
89800,0.3000
89850,0.5000
89900,0.4000
89950,0.4000
90000,0.3000
90050,0.3000
90100,0.3000
90150,0.3000
90200,0.4000
90250,0.4000
90300,0.3000
90350,0.3000
90400,0.4000
90450,0.4000
90500,0.3000
90550,0.4000
90600,0.3000
90650,0.4000
90700,0.3000
90750,0.4000
90800,0.3000
90850,0.3000
90900,0.3000
90950,0.4000
91000,0.3000
91050,0.4000
91100,0.5000
91150,0.3000
91200,0.3000
91250,0.3000
91300,0.4000
91350,0.3000
91400,0.3000
91450,0.3000
91500,0.4000
91550,0.4000
91600,0.3000
91650,0.3000
91700,0.4000
91750,0.4000
91800,0.4000
91850,0.4000
91900,0.4000
91950,0.4000
92000,0.3000
92050,0.4000
92100,0.3000
92150,0.3000
92200,0.4000
92250,0.3000
92300,0.3000
92350,0.3000
92400,0.3000
92450,0.4000
92500,0.4000
92550,0.3000
92600,0.3000
92650,0.4000
92700,0.3000
92750,0.4000
92800,0.3000
92850,0.3000
92900,0.3000
92950,0.3000
93000,0.3000
93050,0.3000
93100,0.3000
93150,0.4000
93200,0.3000
93250,0.4000
93300,0.4000
93350,0.4000
93400,0.4000
93450,0.3000
93500,0.3000
93550,0.4000
93600,0.3000
93650,0.4000
93700,0.4000
93750,0.3000
93800,0.4000
93850,0.4000
93900,0.5000
93950,0.4000
94000,0.3000
94050,0.3000
94100,0.4000
94150,0.3000
94200,0.4000
94250,0.3000
94300,0.4000
94350,0.4000
94400,0.3000
94450,0.3000
94500,0.4000
94550,0.3000
94600,0.4000
94650,0.3000
94700,0.3000
94750,0.4000
94800,0.3000
94850,0.3000
94900,0.3000
94950,0.3000
95000,0.3000
95050,0.4000
95100,0.3000
95150,0.3000
95200,0.3000
95250,0.3000
95300,0.4000
95350,0.4000
95400,0.3000
95450,0.3000
95500,0.4000
95550,0.3000
95600,0.3000
95650,0.3000
95700,0.3000
95750,0.4000
95800,0.3000
95850,0.4000
95900,0.4000
95950,0.4000
96000,0.3000
96050,0.4000
96100,0.4000
96150,0.3000
96200,0.4000
96250,0.3000
96300,0.3000
96350,0.4000
96400,0.3000
96450,0.3000
96500,0.3000
96550,0.3000
96600,0.3000
96650,0.4000
96700,0.4000
96750,0.4000
96800,0.3000
96850,0.4000
96900,0.3000
96950,0.4000
97000,0.4000
97050,0.3000
97100,0.3000
97150,0.3000
97200,0.4000
97250,0.3000
97300,0.4000
97350,0.4000
97400,0.4000
97450,0.3000
97500,0.3000
97550,0.4000
97600,0.3000
97650,0.3000
97700,0.4000
97750,0.4000
97800,0.4000
97850,0.3000
97900,0.3000
97950,0.4000
98000,0.4000
98050,0.2000
98100,0.4000
98150,0.4000
98200,0.4000
98250,0.3000
98300,0.3000
98350,0.3000
98400,0.4000
98450,0.3000
98500,0.3000
98550,0.3000
98600,0.3000
98650,0.3000
98700,0.3000
98750,0.4000
98800,0.3000
98850,0.3000
98900,0.3000
98950,0.4000
99000,0.4000
99050,0.4000
99100,0.4000
99150,0.2000
99200,0.4000
99250,0.3000
99300,0.3000
99350,0.3000
99400,0.4000
99450,0.4000
99500,0.3000
99550,0.4000
99600,0.3000
99650,0.4000
99700,0.4000
99750,0.3000
99800,0.4000
99850,0.3000
99900,0.4000
99950,0.3000
